QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
Battleships At Dawn!,Battleships at Dawn!,Jul 5 2016,0,0,1,0,0,1,1,0,1,5,0,0,0,0,40,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,USD,6.99,6.99
HACK_IT,HACK_IT,May 5 2016,0,0,1,0,0,1,1,0,1,18,1973,1162,1891,1398,50,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,USD,4.99,4.99
Find Out,Find Out,Feb 16 2016,0,0,1,0,0,1,1,0,1,6,6815,2160,3408,1527,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,USD,3.99,3.99
24 Hours 'til Rescue,24 Hours til Rescue,Feb 19 2016,0,0,2,1,0,3,1,0,2,21,10402,2669,1616,1290,20,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,USD,3.99,3.99
Zeus vs Monsters - Math Game for kids,Zeus vs Monsters - Math Game for kids,Feb 18 2016,0,0,1,0,0,1,1,0,1,5,4484,1752,540,747,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
Scapeland,Scapeland,Mar 31 2016,0,0,1,0,0,1,1,0,1,6,10582,2692,6995,2189,15,10,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,3.99,3.99
Love is Blind: Mutants,Love is Blind: Mutants,Mar 15 2016,0,0,1,0,0,1,2,0,1,15,31566,4650,19908,3693,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,USD,1.99,1.99
Broken Dreams,Broken Dreams,Feb 19 2016,0,0,1,0,0,1,2,183,1,7,85191,7639,58647,6338,0,0,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99
Leave Me Alone: A Trip To Hell,Leave Me Alone: A Trip To Hell,Apr 20 2016,0,0,1,0,0,1,1,0,1,5,1435,991,1076,858,27,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,USD,7.99,7.99
Light Repair Team #4,Light Repair Team #4,Apr 5 2016,0,0,1,0,0,1,1,0,1,6,2511,1311,1973,1162,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,7.99,7.99
Void 21,Void 21,Apr 4 2016,0,1,1,1,0,1,1,0,1,7,897,783,717,701,11,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,USD,8.99,8.99
ALONE IN SPACE,ALONE IN SPACE,Feb 22 2016,0,0,1,0,0,1,1,0,1,12,2690,1357,1614,1051,0,0,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Shrouded in Sanity,Shrouded in Sanity,May 27 2016,0,0,1,0,0,1,1,0,1,11,3049,1445,1793,1108,17,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,7.99,7.99
SpellKnights,SpellKnights,Jul 13 2016,0,0,1,1,0,1,0,0,1,6,70305,6939,18114,3522,28,10,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False, ,0.0,0.0
Bloons TD Battles,Bloons TD Battles,Apr 20 2016,0,0,1,1,0,1,0,2079,1,5,728697,22321,610506,20434,16,10,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False, ,0.0,0.0
Endciv,Endciv,Apr 21 2016,0,0,1,0,0,1,1,0,1,9,1076,858,1076,858,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,USD,14.99,14.99
SUPER IMPOSSIBLE ROAD,SUPER IMPOSSIBLE ROAD,May 11 2016,0,0,1,0,0,1,1,0,1,8,1614,1051,1614,1051,0,0,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,USD,12.99,12.99
Outbreak: Pandemic Evolution,Outbreak: Pandemic Evolution,Sep 9 2016,0,0,2,0,0,1,1,0,1,6,1076,858,897,783,1,1,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,USD,19.99,17.99
Battle Crust,Battle Crust,Feb 25 2016,0,0,1,1,0,1,1,0,1,7,1070,1046,1070,1046,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Inexistence,Inexistence,Apr 18 2016,0,0,1,1,0,1,1,124,1,10,11299,2782,7891,2325,10,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,5.99,5.99
Cologne,Cologne,Mar 10 2016,0,0,1,0,0,1,1,0,1,9,535,740,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,USD,2.99,2.99
Mimpi Dreams,Mimpi Dreams,Mar 22 2016,0,0,1,1,0,1,1,0,1,5,5739,1982,2870,1402,54,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Abandoned Knight,Abandoned Knight,Apr 27 2016,0,0,1,0,0,1,1,0,1,5,35870,4957,19908,3693,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,USD,1.99,0.49
NO THING,NO THING,Apr 7 2016,0,0,1,1,0,1,1,128,1,10,8967,2478,4842,1821,12,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,3.99,3.99
Concrete and Steel,Concrete and Steel,May 27 2016,0,0,1,0,0,1,1,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,USD,12.99,12.99
Split,Split,Mar 2 2016,0,0,1,0,0,1,1,0,1,6,4663,1787,1793,1108,15,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,USD,9.99,9.99
Combat Racers,Combat Racers,Apr 16 2016,0,0,1,0,0,1,1,0,1,5,2511,1311,1255,927,42,10,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,USD,6.99,6.99
Death Stair,Death Stair,Aug 16 2016,0,0,1,0,0,1,1,0,1,8,1793,1108,1076,858,12,10,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,USD,4.99,4.99
Zaccaria Pinball,Zaccaria Pinball,Jun 16 2016,0,0,1,37,0,1,0,107,1,36,58827,6348,18294,3540,1131,10,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False, ,0.0,0.0
UBERMOSH:BLACK,UBERMOSH:BLACK,Feb 17 2016,0,0,1,0,0,1,2,0,1,5,10761,2715,3408,1527,8,8,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
Let's Eat! Seaside Cafe,Lets Eat! Seaside Cafe,Feb 26 2016,0,0,1,0,0,1,1,0,2,14,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,USD,9.99,9.99
Spatial Sound Card,SPATIAL SOUND CARD,Mar 13 2016,0,0,1,0,0,1,1,0,1,8,1255,927,1255,927,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Ad Exitum,Ad Exitum,May 13 2016,0,0,1,0,0,1,1,0,1,13,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Frozen Synapse 2,Frozen Synapse 2,Late 2016,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False, ,0.0,0.0
Sorcery! Part 3,Sorcery! Part 3,Apr 5 2016,0,0,1,0,0,1,1,0,1,13,9147,2503,3228,1487,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Paintey,Paintey,Apr 18 2016,0,0,1,0,0,3,1,0,1,14,803,906,535,740,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,USD,9.99,9.99
Tatsu,Tatsu,Aug 29 2016,0,0,1,0,0,1,1,0,1,5,803,906,803,906,36,10,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Tasty Planet: Back for Seconds,Tasty Planet: Back for Seconds,Mar 29 2016,0,0,1,0,0,1,1,124,1,5,13810,3075,13810,3075,25,10,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
The Average Everyday Adventures of Samantha Browne,The Average Everyday Adventures of Samantha Browne,Apr 18 2016,0,0,1,0,0,2,0,565,1,7,81604,7476,40712,5281,5,5,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False, ,0.0,0.0
Smell of Death,Smell Of Death,Jul 4 2016,0,1,1,0,0,3,2,0,1,8,6277,2073,1621,1294,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,15.99,3.19
The Haunting of Billy,The Haunting of Billy,Feb 26 2016,0,0,1,0,0,2,1,0,1,7,7174,2217,2870,1402,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
Expeditions: Viking,Expeditions: Viking,Q1 2017,0,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False, ,0.0,0.0
Tiny Knight,Tiny Knight,Mar 17 2016,0,0,1,0,0,1,1,0,1,11,717,701,537,1050,16,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,8.99,8.99
Lost girl`s [diary],Lost girl`s [diary],Mar 24 2016,16,0,1,0,0,1,0,704,1,6,94159,8030,37484,5067,10,10,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
Might and Magic: Heroes VII – Trial by Fire,Might and Magic: Heroes VII - Trial by Fire,Aug 4 2016,0,0,1,0,0,1,1,0,1,8,13989,3095,11120,2760,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,29.99,29.99
Atomic Space Command,Atomic Space Command, ,13,0,1,0,0,2,0,0,1,5,539,745,544,1065,0,0,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False, ,0.0,0.0
Aselia the Eternal -The Spirit of Eternity Sword-,Aselia the Eternal -The Spirit of Eternity Sword-,Apr 29 2016,0,0,1,1,0,1,1,0,1,15,2152,1214,1614,1051,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,USD,14.99,14.99
Seinarukana -The Spirit of Eternity Sword 2-,Seinarukana -The Spirit of Eternity Sword 2-,Fall 2016,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False, ,0.0,0.0
Watson's Watch,Watsons Watch,Jun 6 2016,0,0,1,0,0,1,1,0,1,8,6277,2073,539,745,5,5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,USD,7.99,7.99
Void Raiders,Void Raiders,Jun 14 2016,0,0,1,0,0,2,1,0,1,5,2332,1263,1793,1108,31,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99
Settled,Settled,Feb 29 2016,17,0,1,0,0,2,1,0,1,16,9147,2503,539,745,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Airport Madness 3D,Airport Madness 3D,May 25 2016,0,0,1,0,0,1,1,0,1,29,4304,1717,3946,1644,32,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
Undead vs Plants,Undead vs Plants,Feb 25 2016,0,0,1,0,0,1,1,0,1,5,11299,2782,539,745,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,6.99,6.99
Toy Plane Heroes,Toy Plane Heroes,Apr 5 2016,0,0,1,0,0,1,1,0,1,9,1435,991,1435,991,0,0,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,USD,12.99,12.99
CosmoLands | Space-Adventure,CosmoLands | Space-Adventure,Feb 18 2016,0,0,1,0,0,1,1,0,1,5,4304,1717,533,1044,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,USD,1.99,1.99
Wizard of Legend,Wizard of Legend,TBD 2017,0,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Pocket Space Empire,Pocket Space Empire,Mar 9 2016,0,0,1,0,0,2,1,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,USD,24.99,24.99
CitiesCorp Concept - Build Everything on Your Own,CitiesCorp Concept - Build Everything on Your Own,Apr 29 2016,0,0,1,0,0,2,1,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,19.99,19.99
Jalopy,Jalopy,Apr 22 2016,0,0,1,0,0,2,1,1100,1,16,52908,6020,49680,5833,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,USD,12.99,12.99
BLADE ARCUS from Shining: Battle Arena,Blade Arcus from Shining: Battle Arena,Jul 28 2016,0,0,1,0,0,2,1,0,1,11,3408,1527,2152,1214,19,10,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,29.99,29.99
Operation KREEP,Operation KREEP,Jun 10 2016,0,0,1,0,0,2,1,0,1,9,2690,1357,1067,1477,15,10,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
ecotone,ecotone,May 6 2016,0,0,1,0,0,1,1,0,1,5,808,912,808,912,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,8.99,8.99
Mantis Burn Racing,Mantis Burn Racing,Jul 5 2016,0,0,1,0,0,2,1,0,1,15,1435,991,1616,1290,50,10,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,USD,12.99,12.99
Bunker Punks,Bunker Punks,Mar 30 2016,0,0,1,0,0,2,1,121,1,5,5560,1951,4663,1787,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,14.99,14.99
Trawl,Trawl,May 13 2016,0,0,2,0,0,1,1,0,1,6,1067,1477,1067,1477,5,5,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,USD,6.99,3.49
Silver Bullet: Prometheus,Silver Bullet: Prometheus,Apr 8 2016,0,0,1,0,0,2,1,0,1,16,1614,1051,1076,858,113,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Sabres of Infinity,Sabres of Infinity,Mar 29 2016,0,1,1,0,0,1,1,0,1,5,2870,1402,2332,1263,16,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,3.99,3.99
Guns of Infinity,Guns of Infinity,Mar 29 2016,0,1,1,0,0,1,1,0,1,5,2152,1214,1614,1051,20,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,4.99,4.99
Sophie's Curse,Sophies Curse,Mar 16 2016,0,0,1,0,0,1,1,171,1,7,16321,3343,10402,2669,10,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,USD,4.99,4.99
Onechanbara Z2: Chaos,Onechanbara Z2: Chaos,Jun 2 2016,18,0,1,37,0,1,1,291,1,10,11299,2782,10223,2646,44,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,39.99,39.99
Doctor Watson - Treasure Island,Doctor Watson - Treasure Island,Mar 11 2016,0,0,1,0,0,1,2,0,1,20,3408,1527,537,1050,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,7.99,7.99
Doctor Watson - The Riddle of the Catacombs,Doctor Watson - The Riddle of the Catacombs,Mar 4 2016,0,0,1,0,0,1,2,0,1,20,3587,1567,540,747,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,7.99,7.99
Blaster Simulator,Blaster Simulator,Apr 28 2016,0,0,1,0,0,1,1,0,1,7,7533,2271,1255,927,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,USD,4.99,4.99
Highland Warriors,Highland Warriors,Mar 4 2016,0,0,1,0,58,2,1,0,1,11,11478,2804,1255,927,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,7.99,7.99
New York Taxi Simulator,New York Taxi Simulator,Mar 4 2016,0,0,1,0,0,1,2,0,1,6,7174,2217,897,783,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,4.99,4.99
New York Bus Simulator,New York Bus Simulator,Mar 4 2016,0,0,1,0,0,1,2,0,1,6,8250,2377,1076,858,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,4.99,4.99
Rail Cargo Simulator,Rail Cargo Simulator,Jun 7 2016,0,0,1,0,0,1,1,0,1,10,11837,2847,1614,1051,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,4.99,4.99
Armed and Gelatinous,Armed and Gelatinous [v1.2b],Mar 1 2016,0,0,1,0,0,2,1,0,1,5,0,0,0,0,0,0,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,USD,9.99,9.99
Just Dance 2017,Just Dance 2017,October 2016,0,0,2,0,0,1,0,0,1,9,5022,1854,3766,1606,0,0,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False, ,0.0,0.0
Grove - VR Browsing Experience,Grove - VR Browsing Experience,Apr 12 2016,0,0,1,0,0,1,1,0,1,5,539,745,544,1065,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
7 Mages,7 Mages,Jun 23 2016,0,0,1,0,0,1,1,0,1,31,3766,1606,2332,1263,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,13.99,13.99
Zombie Training Simulator,Zombie Training Simulator,Apr 15 2016,0,0,1,0,0,4,1,185,1,5,43582,5464,33180,4767,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Space Pilgrim Episode IV: Sol,Space Pilgrim Episode IV: Sol,Mar 4 2016,0,0,2,0,0,1,1,0,1,5,78914,7352,50039,5854,10,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Neighborhorde,Neighborhorde,Summer 2016,0,0,1,0,0,2,0,0,1,7,0,0,0,0,0,0,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Skeet: VR Target Shooting,Skeet: VR Target Shooting,Apr 5 2016,0,0,1,0,0,1,0,0,1,5,90213,7860,43761,5475,11,10,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False, ,0.0,0.0
AMOK,AMOK,Mar 22 2016,0,0,1,0,0,1,1,0,1,20,16141,3325,2511,1311,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
Diluvion,Diluvion,Fall 2016,0,0,1,0,0,1,0,0,1,19,808,912,1067,1477,0,0,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False, ,0.0,0.0
Transport Fever,Transport Fever,Fall 2016,0,0,1,0,0,2,0,0,1,16,84653,7614,82142,7501,0,0,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False, ,0.0,0.0
The Lonesome Fog,The Lonesome Fog,Mar 24 2016,0,0,1,0,0,1,1,0,1,6,3946,1644,897,783,0,0,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Splasher,Splasher,Jan 2017,0,0,1,0,0,1,0,0,2,12,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Glitchrunners,Glitchrunners,Apr 8 2016,0,0,1,0,0,1,1,0,1,6,2870,1402,1435,991,30,10,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,12.99,12.99
Night Blights,Night Blights,Apr 15 2016,0,0,2,0,0,1,1,0,1,5,7353,2244,3587,1567,27,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
The Huntsman: Winter's Curse,The Huntsman: Winters Curse,Apr 22 2016,0,0,1,5,0,1,1,151,1,5,75147,7174,11658,2826,10,10,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False, ,0.0,0.0
Grimsfield,Grimsfield,May 12 2016,0,0,1,0,0,2,1,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,3.99,3.99
Bird of Light,Bird of Light,Jul 15 2016,0,0,1,0,0,1,1,0,1,17,808,912,544,1065,33,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,USD,4.99,4.99
Farming Simulator 17,Farming Simulator 17,25th of October 2016,0,0,1,0,0,1,1,0,1,5,232437,12615,227953,12493,0,0,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,34.99,34.99
XLR,XLR,Apr 5 2016,0,0,1,0,0,1,1,0,1,9,3408,1527,1614,1051,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,USD,4.99,4.99
"Destiny's Princess: A War Story, A Love Story",Destinys Princess: A War Story A Love Story,Apr 5 2016,13,0,1,0,0,1,1,0,1,13,2870,1402,2152,1214,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,15.99,15.99
My Secret Pets!,My Secret Pets!,May 10 2016,13,0,1,0,0,1,1,0,1,12,1614,1051,897,783,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,15.99,15.99
Pub Encounter,Pub Encounter,Apr 12 2016,13,0,1,0,0,1,1,0,1,14,1435,991,1338,1170,15,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,17.99,17.99
The Men of Yoshiwara: Ohgiya,The Men of Yoshiwara: Ohgiya,Apr 19 2016,13,0,1,0,0,1,1,0,1,14,3587,1567,2690,1357,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,15.99,15.99
